title,description,date
EGBUKA WILL STAY AGGRESSIVE CATCHING PUNTS,Ohio State wants Emeka Egbuka to continue trying to field every punt he can even after his muff while attempting to make an over-the-shoulder catch against Rutgers.,2022-10-06
OSU PLAYERS PREVIEW MICHIGAN STATE MATCHUP,Eight Ohio State players met with reporters Wednesday ahead of their first road trip of the season to Michigan State.,2022-10-05
MICHIGAN STATE,Ohio State's offense has been lethal inside the red zone as the Buckeyes rank No. 1 in both scoring and touchdown rate through five games.,2022-10-05
MICHIGAN STATE GAME POSTER,No Spartan is safe in this week's game poster.,2022-10-05
PITCH PERFECT,Ohio State's offense has and will face better defenses than Michigan State's this season. It may not face any that are worse.,2022-10-05
MIRCO AMONG NATION’S BEST PUNTERS,Ohio State’s Jesse Mirco is one of the best punters in college football and the stats and analytics prove that.,2022-10-05
"RB1 MIYAN, MIRCO’S RUN, B1G WEST MESS","We discuss the continued excellence of Miyan Williams, why Jesse Mirco’s run shouldn’t be controversial, the mess in the Big Ten West and much more on Real Pod Wednesdays.",2022-10-05
HEALTH CONCERNS COSTING KOURT BIGGER ROLE,"Kourt Williams' lack of opportunities has been a surprise through five games, but Jim Knowles says the Buckeye captain is “not completely healthy.”",2022-10-05
FAR MORE THAN A CONSOLATION PRIZE,"Miyan Williams wasn‘t Ohio State’s top target at running back in the 2020 class, but the three-star recruit has rewarded the Buckeyes in a big way for taking a chance on him.",2022-10-04
"DAY PREVIEWS MSU, TALKS HENDERSON, JSN","Ryan Day, Jim Knowles and Tony Alford addressed media members for more than an hour-and-a-half on Tuesday to discuss the Buckeyes' forthcoming matchup.",2022-10-04
"BELL, BOSA, DOBBINS AMONG WEEK 4 NFL STARS","Ohio State’s top NFL performers in Week 4 included Vonn Bell grabbing two picks, Nick Bosa taking the league lead in sacks and J.K. Dobbins scoring twice in one quarter.",2022-10-04
"CHOP, HARRISON, CHRYST","Miyan Williams runs wild on Rutgers as RB1, Zach Harrison has a day, Paul Chryst gets canned and several top teams survive close calls.",2022-10-04
OHIO STATE NOW FAVORITES TO WIN CFP TITLE,"After an eventful weekend of college football, Ohio State has the best odds of winning the national championship this season following its 49-10 win over Rutgers.",2022-10-03
WILLIAMS NAMED B1G OFFENSIVE POTW,Miyan Williams is the Big Ten offensive player of the week after recording 21 carries for 189 yards and five touchdowns in Ohio State's 49-10 win over Rutgers.,2022-10-03
FIVE THINGS TO KNOW ABOUT MICHIGAN STATE,Michigan State has lost three straight games to then-unranked opponents and hasn't beaten the Buckeyes in East Lansing in its last eight attempts.,2022-10-03
65 BUCKEYES PLAY VS. RUTGERS,"Miyan Williams, Cade Stover and JK Johnson were among 12 Buckeyes who played 50+ offensive or defensive snaps as 65 total Ohio State players saw action vs. Rutgers.",2022-10-03
RUTGERS PLAYERS OF THE GAME,"Miyan Williams had 189 yards and five TDs on 21 carries and Steele Chambers racked up 11 tackles, two TFLs and an INT in Ohio State's 49-10 win over Rutgers.",2022-10-02
RUTGERS,"Ryan Turner gets his first sack, Dallan Hayden kills time and Caden Curry burns his redshirt as 14 true freshmen play against Rutgers.",2022-10-02
BUCKS FAVORED BY 23 POINTS OVER SPARTANS,Ohio State opens as 23-point favorites over Michigan State ahead of the Buckeyes' first road game of the season.,2022-10-02
OSU REMAINS NO. 3 IN AP AND COACHES POLLS,Ohio State remains at No. 3 in the latest AP and USA TODAY Coaches polls for the fifth consecutive week.,2022-10-02
RUTGERS,"Despite looking sluggish at times, Ohio State easily handled Rutgers, 49-10, behind five rushing touchdowns from Miyan Williams.",2022-10-02
RUTGERS,"Ohio State once again took Rutgers to the woodshed, winning 49-10 Saturday. Here are the three key stats from the Buckeyes' homecoming win.",2022-10-02
RUTGERS,"Rutgers couldn't score any points Ohio State didn't gift-wrap for them, and the Buckeye ground game was relentless.",2022-10-02
“NO HARD FEELINGS AT ALL”,"Ryan Day has ""no hard feelings"" for Greg Schiano, Miyan Williams ""never would've thought"" he'd score five TDs and Steele Chambers ""felt terrible"" after his INT.",2022-10-02
MIYAN THE MAN,Saturday's game against Rutgers was fun to watch in large part because of the efforts of one badass running back.,2022-10-02
HARRISON FORCES TWO TAKEAWAYS,"Zach Harrison forced two turnovers as a defensive tackle, Tanner McCalister and TreVeyon Henderson were sidelined by injuries and Julian Fleming scored another touchdown.",2022-10-02
PHOTOS FROM OSU'S WIN OVER RUTGERS,Ohio State thumped Rutgers 49-10 on Saturday and we've got around 200 photos of the action.,2022-10-02
SCHIANO SAYS HE’S STILL FRIENDS WITH DAY,"Much like Ryan Day did in his postgame press conference, Greg Schiano downplayed the fourth-quarter scuffle between the two head coaches following Jesse Mirco’s fake punt run.",2022-10-02
WILLIAMS CHOPS DOWN KNIGHTS,"TreVeyon Henderson's injury absence cleared the way for a record-tying day for Miyan Williams, who finally had his true breakout moment for the Buckeyes.",2022-10-01
"CHAMBERS, EICHENBERG MAKING LB A STRENGTH",Linebacker has gone from Ohio State’s biggest weakness to one of its biggest strengths as Tommy Eichenberg and Steele Chambers have elevated their games this season.,2022-10-01
A FAKE-PUNT SCUFFLE,"After Ohio State ran for a first down on a fake punt in the fourth quarter, Ryan Day and Greg Schiano got into a bit of a scuffle near Ohio State's sideline.",2022-10-01
"DAY TALKS RUTGERS WIN, SCHIANO DUST-UP","Ryan Day has ""no hard feelings at all"" for Greg Schiano after their fourth-quarter confrontation, and says the Buckeye blowout was a ""job well done.""",2022-10-01
"BUCKEYES BEAT RUTGERS WITH EASE, 49-10","Ohio State continues its streak of blowing out Rutgers, led by five Miyan Williams touchdown runs, to improve to 5-0 this season.",2022-10-01
WILLIAMS TIES SINGLE-GAME RUSH TD RECORD,Miyan Williams tied Pete Johnson and Keith Byars for the Ohio State single-game rushing touchdown record with five scores against Rutgers.,2022-10-01
WILLIAMS RUNS ALL OVER RUTGERS,Miyan Williams scored five touchdowns and powered the Ohio State offense in its battle with Rutgers.,2022-10-01
MCCALISTER SIDELINED WITH INJURY,Ohio State has another injury issue in the secondary as starting nickel safety Tanner McCalister leaves the Rutgers game in the first quarter.,2022-10-01
BURKE WEARING NO. 10 AGAINST RUTGERS,Denzel Burke will wear No. 10 for Ohio State's matchup with Rutgers after starting the year sporting No. 5.,2022-10-01
“LET'S GO GET THESE GUYS”,"Ryan Day, Josh Proctor and Parker Fleming all give speeches at Ohio State Skull Session prior to kickoff in Columbus.",2022-10-01
RUTGERS PREGAME PICKS,The Eleven Warriors staff gives you their score predictions and some prop bets ahead of Ohio State's game against Rutgers.,2022-10-01
"JSN AND BROWN OUT, HENDERSON A GTD","JSN, Cameron Brown and 12 other Buckeyes will sit out Saturday's matchup while TreVeyon Henderson will be game-time decision.",2022-10-01
RUTGERS,"We share our final thoughts, questions and players to watch before Ohio State wraps up its season-opening five-game homestand against Rutgers on Saturday.",2022-10-01
OHIO STATE VS. RUTGERS PREVIEW,Ohio State has been dominant in its last three games and every time it’s played Rutgers. The Buckeyes will look to keep both of those streaks going on Saturday at the Shoe.,2022-09-30
OCT. 1,"J.T. Barrett set the school touchdown pass record against Rutgers, Billy Anders caught 12 passes for 162 yards and the Buckeyes put up 80 on Miami (Ohio) in past Oct. 1 games.",2022-10-01
RUTGERS,Come tell everyone what will happen when the Buckeyes go up against the Scarlet Knights.,2022-09-30
CB COULD BE LINGERING CONCERN FOR OSU,"Despite Denzel Burke's expected return, his hand will continue to be monitored and Ryan Day issued no update on Cameron Brown's health status this week.",2022-09-30
RUTGERS ROUNDTABLE,"The 11W Roundtable forges on with staffers Kyle Jones, Johnny Ginter and Josh Poloha as Ohio State gets set to hand Rutgers its annual beat down.",2022-09-30
RUTGERS GAME TRAILER,Ohio State will fight to the end when Rutgers visits Columbus on Saturday.,2022-09-29
RUTGERS Q&A WITH BRIAN FONSECA,"Brian Fonseca, who covers Rutgers for NJ.com, says he’ll be surprised if the Scarlet Knights achieve a winning record this season even though they’re 3-1 so far.",2022-09-29
BURKE “READY TO ROLL THIS WEEK”,"Ryan Day said Denzel Burke will “be ready to roll this week” after missing the Wisconsin game with a hand injury, but provided no update on Jaxon Smith-Njigba or Cameron Brown.",2022-09-29
“THEY'RE GETTING BETTER EVERY YEAR”,Ryan Day took to the airwaves to discuss Ohio State's 52-21 win over Wisconsin last weekend and preview his team's matchup with Rutgers on Saturday.,2022-09-29
IT SHOULDN'T BE SO EASY,"The OSU coaching staff does such a good job drawing up game plans, could it possibly hurt C.J. Stroud's reputation in the eyes of NFL evaluators?",2022-09-29
OLAVE NAMED OFFENSIVE ROOKIE OF THE MONTH,Former Buckeye wide receiver Chris Olave is the NFL’s Offensive Rookie of the Month for his performance in his first three games as a New Orleans Saint.,2022-09-29
BROWN ENTERED FIRST START WITH CONFIDENCE,Jyaire Brown’s teammates and coaches weren’t surprised by his performance in his first start because of the competitiveness they’ve seen from him on the practice field.,2022-09-29
“NOW HE'S PLAYING HIS BEST FOOTBALL”,"With three touchdowns in two weeks and standout play as a run blocker, Julian Fleming appears to have put it all together for the Buckeyes in 2022.",2022-09-29
PLAYERS RECAP FIRST MONTH OF SEASON,"Jyaire Brown, JK Johnson and six other Ohio State players recapped the Buckeyes' first month of the season and their 4-0 start.",2022-09-28
OHIO STADIUM RECEIVES HISTORICAL MARKER,"A week before the Horseshoe turns 100 years old, Ohio Stadium had a historical marker installed to celebrate the anniversary.",2022-09-28
RUTGERS,Ryan Day's been a little more willing to lean on Ohio State's run game so far this year compared to last season and offensive line coach Justin Frye is a big reason why.,2022-09-28
RUTGERS GAME POSTER,"Ohio Stadium, the Horseshoe, the House That Harley Built. Whatever you call college football's greatest venue, celebrate its 100th anniversary with this week's game poster.",2022-09-28
THE CONSTANT GARDENER,"The Situational celebrates Ohio State football, 80s bangers, interesting whiskey, and Wisconsin and Texas for their steadfast commitment to being unintentionally funny.",2022-09-28
IMPRESSIONS FROM A STATEMENT WIN,We talk about what impressed us most in Ohio State’s dominant win over Wisconsin and why we still expect to see Jaxon Smith-Njigba make an impact this year.,2022-09-28
PASSING OFFENSE SHINING EVEN WITHOUT JSN,"Even without Jaxon Smith-Njigba throughout much of the first four games, Ohio State’s passing attack led by C.J. Stroud has been one of the best in the country.",2022-09-28
PARKER LEWIS ELIGIBLE,Ohio State kicker Parker Lewis has been cleared to play by the NCAA after missing the first four games of the season due to an eligibility issue following his transfer from USC.,2022-09-27
JSN “STILL HAS A MINDSET OF DAY-TO-DAY”,"Ohio State isn’t setting a timetable for Jaxon Smith-Njigba’s return, but Ryan Day said the wide receiver is “frustrated” to be sidelined and wants to play as soon as he...",2022-09-27
"DAY TALKS JSN, CORNERBACKS, RUTGERS","Ryan Day says ""we're not gonna put a timetable"" on JSN's return from injury and says ""we're hoping"" to get Cam Brown and Denzel Burke back against Rutgers.",2022-09-27
OLAVE AMONG WEEK 3 NFL BUCKEYE STANDOUTS,"Chris Olave’s nine catches for 147 yards, Denzel Ward’s game-ending touchdown and Jerome Baker’s 13 tackles headlined Week 3 in the NFL for former Ohio State players.",2022-09-27
BASKETBUCKS FIRE BACK AT FOOTBALL TEAM,We asked every Ohio State basketball player how it would play out if the hoops team actually played the football team in a game of basketball.,2022-09-27
"FARMER GRONK, CB HEALTH","Cade Stover continues to defy expectations, Tanner McCalister has his first big moment for the Bucks and Minnesota looks like the team to beat in the Big Ten West.",2022-09-27
DAY TALKS STANDOUTS FROM WISCONSIN GAME,Ryan Day talks about some of the standout performers from the win over Wisconsin and says the Buckeyes must continue to get better as they prepare to play Rutgers this week.,2022-09-26
WISCONSIN,Most Ohio State starters played into the fourth quarter and 14 Buckeyes played at least 50 snaps on offense or defense as Ohio State rolled to a 52-21 win over Wisconsin.,2022-09-26
OSU/MSU SET FOR 4 P.M. KICK ON ABC,Ohio State's first road test of the season against Michigan State on Oct. 8 will be televised at 4 p.m. on ABC.,2022-09-26
EICHENBERG EARNS B1G CO-DEFENSIVE POTW,Tommy Eichenberg is the Big Ten co-defensive player of the week after collecting 14 tackles and two tackles for loss in Ohio State's 51-21 win over Wisconsin on Saturday.,2022-09-26
FIVE THINGS TO KNOW ABOUT RUTGERS,Rutgers barely eked out wins over Boston College and Temple amid offensive struggles but possesses impressive defensive statistics through a 3-1 start to the season.,2022-09-26
WISCONSIN PLAYERS OF THE GAME,Emeka Egbuka caught six passes for 118 yards and two touchdowns and Tommy Eichenberg racked up 14 tackles and two tackles for loss in Ohio State's 52-21 win over Wisconsin.,2022-09-25
